timestamp, x, y, z, mag, azimuth, altitude
11:37:23.821,   0.0000,   0.0000,   0.0000,   0.0000,    0.000,    0.000
11:37:28.610,   0.0000,   0.0000,   0.0000,   0.0000,    0.000,    0.000
11:37:29.153,   0.0000,   0.0000,   0.0000,   0.0000,    0.000,    0.000
11:37:29.154,   0.0000,   0.0000,   0.0000,   0.0000,    0.000,    0.000
11:37:29.698,   0.0000,   0.0000,   0.0000,   0.0000,    0.000,    0.000
11:37:29.699,   0.0000,   0.0000,   0.0000,   0.0000,    0.000,    0.000
11:37:30.244,   0.0000,   0.0000,   0.0000,   0.0000,    0.000,    0.000
11:37:30.245,   0.0000,   0.0000,   0.0000,   0.0000,    0.000,    0.000
11:37:30.802,   0.0000,   0.0000,   0.0000,   0.0000,    0.000,    0.000
11:37:30.803,   0.0000,   0.0000,   0.0000,   0.0000,    0.000,    0.000
11:37:31.352,  -0.1302,   0.0000,   0.0000,   0.1302,    0.000,    0.000
11:37:31.447,  -0.1302,   0.2504,   0.0000,   0.2822,    0.000,    0.000
11:37:31.448,  -0.1302,   0.2504,   0.2216,   0.3589,  228.489,  242.518
11:37:31.557,  -0.1302,   0.2504,   0.2216,   0.3589,  228.489,  242.518
11:37:31.557,  -0.1302,   0.2504,   0.2216,   0.3588,  228.489,  242.518
11:37:31.789,  -0.1302,   0.2501,   0.2216,   0.3586,  228.489,  242.518
11:37:31.790,  -0.1302,   0.2501,   0.2213,   0.3584,  228.486,  242.492
11:37:31.898,  -0.1302,   0.2501,   0.2213,   0.3584,  228.486,  242.492
11:37:31.899,  -0.1303,   0.2501,   0.2213,   0.3585,  228.486,  242.492
11:37:32.119,  -0.1303,   0.2500,   0.2213,   0.3584,  228.486,  242.492
11:37:32.228,  -0.1303,   0.2500,   0.2213,   0.3584,  228.487,  242.467
11:37:32.229,  -0.1303,   0.2500,   0.2213,   0.3584,  228.487,  242.467
11:37:32.230,  -0.1304,   0.2500,   0.2213,   0.3584,  228.487,  242.467
11:37:32.553,  -0.1304,   0.2500,   0.2213,   0.3584,  228.487,  242.467
11:37:32.554,  -0.1304,   0.2500,   0.2214,   0.3585,  228.472,  242.456
11:37:32.555,  -0.1304,   0.2500,   0.2214,   0.3585,  228.472,  242.456
11:37:32.556,  -0.1303,   0.2500,   0.2214,   0.3584,  228.472,  242.456
11:37:32.882,  -0.1303,   0.2500,   0.2214,   0.3585,  228.472,  242.456
11:37:32.883,  -0.1303,   0.2500,   0.2212,   0.3584,  228.498,  242.473
11:37:32.883,  -0.1303,   0.2500,   0.2212,   0.3584,  228.498,  242.473
11:37:32.884,  -0.1302,   0.2500,   0.2212,   0.3583,  228.498,  242.473
11:37:33.205,  -0.1302,   0.2502,   0.2212,   0.3585,  228.498,  242.473
11:37:33.205,  -0.1302,   0.2502,   0.2213,   0.3585,  228.507,  242.512
11:37:33.206,  -0.1302,   0.2502,   0.2213,   0.3585,  228.507,  242.512
11:37:33.315,  -0.1302,   0.2502,   0.2213,   0.3585,  228.507,  242.512
11:37:33.530,  -0.1302,   0.2501,   0.2213,   0.3585,  228.507,  242.512
11:37:33.531,  -0.1302,   0.2501,   0.2214,   0.3585,  228.489,  242.503
11:37:33.641,  -0.1302,   0.2501,   0.2214,   0.3585,  228.489,  242.503
11:37:33.641,  -0.1303,   0.2501,   0.2214,   0.3585,  228.489,  242.503
11:37:33.856,  -0.1303,   0.2499,   0.2214,   0.3584,  228.489,  242.503
11:37:33.964,  -0.1303,   0.2499,   0.2214,   0.3584,  228.468,  242.458
11:37:33.965,  -0.1303,   0.2499,   0.2214,   0.3584,  228.468,  242.458
11:37:33.965,  -0.1302,   0.2499,   0.2214,   0.3584,  228.468,  242.458
11:37:34.305,  -0.1302,   0.2500,   0.2214,   0.3584,  228.468,  242.458
11:37:34.306,  -0.1302,   0.2500,   0.2212,   0.3583,  228.498,  242.489
11:37:34.306,  -0.1302,   0.2500,   0.2212,   0.3583,  228.498,  242.489
11:37:34.307,  -0.1304,   0.2500,   0.2212,   0.3584,  228.498,  242.489
11:37:34.633,  -0.1304,   0.2500,   0.2212,   0.3584,  228.498,  242.489
11:37:34.634,  -0.1304,   0.2500,   0.2213,   0.3584,  228.491,  242.459
11:37:34.635,  -0.1304,   0.2500,   0.2213,   0.3584,  228.491,  242.459
11:37:34.635,  -0.1301,   0.2500,   0.2213,   0.3583,  228.491,  242.459
11:37:34.962,  -0.1301,   0.2502,   0.2213,   0.3585,  228.491,  242.459
11:37:34.963,  -0.1301,   0.2502,   0.2214,   0.3585,  228.499,  242.523
11:37:34.963,  -0.1301,   0.2502,   0.2214,   0.3585,  228.499,  242.523
11:37:34.964,  -0.1303,   0.2502,   0.2214,   0.3586,  228.499,  242.523
11:37:35.286,  -0.1303,   0.2501,   0.2214,   0.3585,  228.499,  242.523
11:37:35.287,  -0.1303,   0.2501,   0.2214,   0.3585,  228.485,  242.487
11:37:35.288,  -0.1303,   0.2501,   0.2214,   0.3585,  228.485,  242.487
11:37:35.394,  -0.1302,   0.2501,   0.2214,   0.3585,  228.485,  242.487
11:37:35.615,  -0.1302,   0.2500,   0.2214,   0.3584,  228.485,  242.487
11:37:35.615,  -0.1302,   0.2500,   0.2214,   0.3585,  228.467,  242.481
11:37:35.723,  -0.1302,   0.2500,   0.2214,   0.3585,  228.467,  242.481
11:37:35.724,  -0.1303,   0.2500,   0.2214,   0.3585,  228.467,  242.481
11:37:35.943,  -0.1303,   0.2500,   0.2214,   0.3585,  228.467,  242.481
11:37:36.051,  -0.1303,   0.2500,   0.2211,   0.3583,  228.507,  242.475
11:37:36.051,  -0.1303,   0.2500,   0.2211,   0.3583,  228.507,  242.475
11:37:36.052,  -0.1302,   0.2500,   0.2211,   0.3583,  228.507,  242.475
11:37:36.373,  -0.1302,   0.2500,   0.2211,   0.3583,  228.507,  242.475
11:37:36.374,  -0.1302,   0.2500,   0.2213,   0.3584,  228.480,  242.478
11:37:36.374,  -0.1302,   0.2500,   0.2213,   0.3584,  228.480,  242.478
11:37:36.375,  -0.1302,   0.2500,   0.2213,   0.3583,  228.480,  242.478
11:37:36.701,  -0.1302,   0.2502,   0.2213,   0.3585,  228.480,  242.478
11:37:36.702,  -0.1302,   0.2502,   0.2213,   0.3585,  228.511,  242.520
11:37:36.702,  -0.1302,   0.2502,   0.2213,   0.3585,  228.511,  242.520
11:37:36.703,  -0.1302,   0.2502,   0.2213,   0.3585,  228.511,  242.520
11:37:37.028,  -0.1302,   0.2502,   0.2213,   0.3585,  228.511,  242.520
11:37:37.029,  -0.1302,   0.2502,   0.2214,   0.3585,  228.496,  242.509
11:37:37.030,  -0.1302,   0.2502,   0.2214,   0.3585,  228.496,  242.509
11:37:37.136,  -0.1301,   0.2502,   0.2214,   0.3585,  228.496,  242.509
11:37:37.354,  -0.1301,   0.2501,   0.2214,   0.3585,  228.496,  242.509
11:37:37.355,  -0.1301,   0.2501,   0.2215,   0.3585,  228.477,  242.514
11:37:37.355,  -0.1301,   0.2501,   0.2215,   0.3585,  228.477,  242.514
11:37:37.478,  -0.1304,   0.2501,   0.2215,   0.3586,  228.477,  242.514
11:37:37.682,  -0.1304,   0.2501,   0.2215,   0.3586,  228.477,  242.514
11:37:37.806,  -0.1304,   0.2501,   0.2214,   0.3585,  228.478,  242.464
11:37:37.806,  -0.1304,   0.2501,   0.2214,   0.3585,  228.478,  242.464
11:37:37.807,  -0.1303,   0.2501,   0.2214,   0.3585,  228.478,  242.464
11:37:38.021,  -0.1303,   0.2500,   0.2214,   0.3585,  228.478,  242.464
11:37:38.130,  -0.1303,   0.2500,   0.2213,   0.3584,  228.483,  242.464
11:37:38.130,  -0.1303,   0.2500,   0.2213,   0.3584,  228.483,  242.464
11:37:38.131,  -0.1302,   0.2500,   0.2213,   0.3584,  228.483,  242.464
11:37:38.459,  -0.1302,   0.2500,   0.2213,   0.3584,  228.483,  242.464
11:37:38.459,  -0.1302,   0.2500,   0.2213,   0.3584,  228.490,  242.484
11:37:38.460,  -0.1302,   0.2500,   0.2213,   0.3584,  228.490,  242.484
11:37:38.461,  -0.1302,   0.2500,   0.2213,   0.3584,  228.490,  242.484
11:37:38.789,  -0.1302,   0.2502,   0.2213,   0.3585,  228.490,  242.484
11:37:38.789,  -0.1302,   0.2502,   0.2214,   0.3586,  228.489,  242.495
11:37:38.790,  -0.1302,   0.2502,   0.2214,   0.3586,  228.489,  242.495
11:37:38.791,  -0.1302,   0.2502,   0.2214,   0.3585,  228.489,  242.495
11:37:39.119,  -0.1302,   0.2502,   0.2214,   0.3585,  228.489,  242.495
11:37:39.120,  -0.1302,   0.2502,   0.2213,   0.3585,  228.500,  242.500
11:37:39.121,  -0.1302,   0.2502,   0.2213,   0.3585,  228.500,  242.500
11:37:39.121,  -0.1302,   0.2502,   0.2213,   0.3585,  228.500,  242.500
11:37:39.441,  -0.1302,   0.2501,   0.2213,   0.3585,  228.500,  242.500
11:37:39.442,  -0.1302,   0.2501,   0.2214,   0.3585,  228.489,  242.503
11:37:39.552,  -0.1302,   0.2501,   0.2214,   0.3585,  228.489,  242.503
11:37:39.552,  -0.1302,   0.2501,   0.2214,   0.3585,  228.489,  242.503
11:37:39.769,  -0.1302,   0.2499,   0.2214,   0.3584,  228.489,  242.503
11:37:39.770,  -0.1302,   0.2499,   0.2212,   0.3582,  228.496,  242.480
11:37:39.878,  -0.1302,   0.2499,   0.2212,   0.3582,  228.496,  242.480
11:37:39.879,  -0.1302,   0.2499,   0.2212,   0.3583,  228.496,  242.480
11:37:40.203,  -0.1302,   0.2500,   0.2212,   0.3583,  228.496,  242.480
11:37:40.204,  -0.1302,   0.2500,   0.2213,   0.3583,  228.487,  242.478
11:37:40.205,  -0.1302,   0.2500,   0.2213,   0.3583,  228.487,  242.478
11:37:40.206,  -0.1302,   0.2500,   0.2213,   0.3583,  228.487,  242.478
11:37:40.526,  -0.1302,   0.2502,   0.2213,   0.3585,  228.487,  242.478
11:37:40.527,  -0.1302,   0.2502,   0.2214,   0.3586,  228.503,  242.509
11:37:40.527,  -0.1302,   0.2502,   0.2214,   0.3586,  228.503,  242.509
11:37:40.528,  -0.1302,   0.2502,   0.2214,   0.3586,  228.503,  242.509
11:37:40.866,  -0.1302,   0.2502,   0.2214,   0.3586,  228.503,  242.509
11:37:40.867,  -0.1302,   0.2502,   0.2215,   0.3587,  228.487,  242.504
11:37:40.867,  -0.1302,   0.2502,   0.2215,   0.3587,  228.487,  242.504
11:37:40.868,  -0.1303,   0.2502,   0.2215,   0.3587,  228.487,  242.504
11:37:41.188,  -0.1303,   0.2501,   0.2215,   0.3586,  228.487,  242.504
11:37:41.189,  -0.1303,   0.2501,   0.2214,   0.3585,  228.474,  242.475
11:37:41.190,  -0.1303,   0.2501,   0.2214,   0.3585,  228.474,  242.475
11:37:41.190,  -0.1304,   0.2501,   0.2214,   0.3586,  228.474,  242.475
11:37:41.514,  -0.1304,   0.2499,   0.2214,   0.3585,  228.474,  242.475
11:37:41.515,  -0.1304,   0.2499,   0.2213,   0.3584,  228.484,  242.453
11:37:41.623,  -0.1304,   0.2499,   0.2213,   0.3584,  228.484,  242.453
11:37:41.623,  -0.1302,   0.2499,   0.2213,   0.3583,  228.484,  242.453
11:37:41.844,  -0.1302,   0.2499,   0.2213,   0.3583,  228.484,  242.453
11:37:41.845,  -0.1302,   0.2499,   0.2214,   0.3584,  228.465,  242.478
11:37:41.951,  -0.1302,   0.2499,   0.2214,   0.3584,  228.465,  242.478
11:37:41.952,  -0.1302,   0.2499,   0.2214,   0.3583,  228.465,  242.478
11:37:42.167,  -0.1302,   0.2502,   0.2214,   0.3585,  228.465,  242.478
11:37:42.398,  -0.1302,   0.2502,   0.2213,   0.3585,  228.515,  242.517
11:37:42.399,  -0.1302,   0.2502,   0.2213,   0.3585,  228.515,  242.517
11:37:42.400,  -0.1302,   0.2502,   0.2213,   0.3585,  228.515,  242.517
11:37:42.616,  -0.1302,   0.2502,   0.2213,   0.3585,  228.515,  242.517
11:37:42.616,  -0.1302,   0.2502,   0.2213,   0.3585,  228.496,  242.495
11:37:42.617,  -0.1302,   0.2502,   0.2213,   0.3585,  228.496,  242.495
11:37:42.618,  -0.1302,   0.2502,   0.2213,   0.3585,  228.496,  242.495
11:37:42.945,  -0.1302,   0.2501,   0.2213,   0.3584,  228.496,  242.495
11:37:42.945,  -0.1302,   0.2501,   0.2214,   0.3585,  228.478,  242.492
11:37:42.946,  -0.1302,   0.2501,   0.2214,   0.3585,  228.478,  242.492
11:37:42.947,  -0.1303,   0.2501,   0.2214,   0.3585,  228.478,  242.492
11:37:43.270,  -0.1303,   0.2499,   0.2214,   0.3584,  228.478,  242.492
11:37:43.271,  -0.1303,   0.2499,   0.2213,   0.3583,  228.480,  242.461
11:37:43.272,  -0.1303,   0.2499,   0.2213,   0.3583,  228.480,  242.461
11:37:43.273,  -0.1303,   0.2499,   0.2213,   0.3583,  228.480,  242.461
11:37:43.603,  -0.1303,   0.2500,   0.2213,   0.3583,  228.480,  242.461
11:37:43.604,  -0.1303,   0.2500,   0.2213,   0.3584,  228.480,  242.472
11:37:43.705,  -0.1303,   0.2500,   0.2213,   0.3584,  228.480,  242.472
11:37:43.706,  -0.1302,   0.2500,   0.2213,   0.3584,  228.480,  242.472
11:37:43.925,  -0.1302,   0.2500,   0.2213,   0.3584,  228.480,  242.472
11:37:44.033,  -0.1302,   0.2500,   0.2213,   0.3583,  228.487,  242.478
11:37:44.034,  -0.1302,   0.2500,   0.2213,   0.3583,  228.487,  242.478
11:37:44.035,  -0.1302,   0.2500,   0.2213,   0.3583,  228.487,  242.478
11:37:44.365,  -0.1302,   0.2502,   0.2213,   0.3585,  228.487,  242.478
11:37:44.366,  -0.1302,   0.2502,   0.2216,   0.3586,  228.472,  242.509
11:37:44.366,  -0.1302,   0.2502,   0.2216,   0.3586,  228.472,  242.509
11:37:44.367,  -0.1303,   0.2502,   0.2216,   0.3587,  228.472,  242.509
11:37:44.694,  -0.1303,   0.2502,   0.2216,   0.3587,  228.472,  242.509
11:37:44.695,  -0.1303,   0.2502,   0.2215,   0.3587,  228.476,  242.492
11:37:44.696,  -0.1303,   0.2502,   0.2215,   0.3587,  228.476,  242.492
11:37:44.697,  -0.1303,   0.2502,   0.2215,   0.3587,  228.476,  242.492
11:37:45.020,  -0.1303,   0.2500,   0.2215,   0.3586,  228.476,  242.492
11:37:45.021,  -0.1303,   0.2500,   0.2214,   0.3585,  228.475,  242.478
11:37:45.022,  -0.1303,   0.2500,   0.2214,   0.3585,  228.475,  242.478
11:37:45.023,  -0.1302,   0.2500,   0.2214,   0.3585,  228.475,  242.478
11:37:45.345,  -0.1302,   0.2500,   0.2214,   0.3584,  228.475,  242.478
11:37:45.346,  -0.1302,   0.2500,   0.2212,   0.3583,  228.495,  242.486
11:37:45.347,  -0.1302,   0.2500,   0.2212,   0.3583,  228.495,  242.486
11:37:45.455,  -0.1302,   0.2500,   0.2212,   0.3583,  228.495,  242.486
11:37:45.673,  -0.1302,   0.2499,   0.2212,   0.3582,  228.495,  242.486
11:37:45.674,  -0.1302,   0.2499,   0.2213,   0.3583,  228.469,  242.483
11:37:45.782,  -0.1302,   0.2499,   0.2213,   0.3583,  228.469,  242.483
11:37:45.783,  -0.1301,   0.2499,   0.2213,   0.3583,  228.469,  242.483
11:37:45.999,  -0.1301,   0.2502,   0.2213,   0.3585,  228.469,  242.483
11:37:46.105,  -0.1301,   0.2502,   0.2214,   0.3585,  228.485,  242.517
11:37:46.106,  -0.1301,   0.2502,   0.2214,   0.3585,  228.485,  242.517
11:37:46.106,  -0.1302,   0.2502,   0.2214,   0.3586,  228.485,  242.517
11:37:46.446,  -0.1302,   0.2502,   0.2214,   0.3586,  228.485,  242.517
11:37:46.447,  -0.1302,   0.2502,   0.2215,   0.3587,  228.480,  242.506
11:37:46.448,  -0.1302,   0.2502,   0.2215,   0.3587,  228.480,  242.506
11:37:46.448,  -0.1302,   0.2502,   0.2215,   0.3587,  228.480,  242.506
11:37:46.768,  -0.1302,   0.2501,   0.2215,   0.3586,  228.480,  242.506
11:37:46.769,  -0.1302,   0.2501,   0.2215,   0.3586,  228.473,  242.498
11:37:46.770,  -0.1302,   0.2501,   0.2215,   0.3586,  228.473,  242.498
11:37:46.770,  -0.1302,   0.2501,   0.2215,   0.3586,  228.473,  242.498
11:37:47.090,  -0.1302,   0.2499,   0.2215,   0.3585,  228.473,  242.498
11:37:47.090,  -0.1302,   0.2499,   0.2213,   0.3583,  228.480,  242.475
11:37:47.091,  -0.1302,   0.2499,   0.2213,   0.3583,  228.480,  242.475
11:37:47.092,  -0.1303,   0.2499,   0.2213,   0.3584,  228.480,  242.475
11:37:47.420,  -0.1303,   0.2499,   0.2213,   0.3583,  228.480,  242.475
11:37:47.421,  -0.1303,   0.2499,   0.2213,   0.3583,  228.477,  242.461
11:37:47.529,  -0.1303,   0.2499,   0.2213,   0.3583,  228.477,  242.461
11:37:47.529,  -0.1302,   0.2499,   0.2213,   0.3583,  228.477,  242.461
11:37:47.748,  -0.1302,   0.2501,   0.2213,   0.3584,  228.477,  242.461
11:37:47.749,  -0.1302,   0.2501,   0.2213,   0.3584,  228.501,  242.509
11:37:47.854,  -0.1302,   0.2501,   0.2213,   0.3584,  228.501,  242.509
11:37:47.855,  -0.1303,   0.2501,   0.2213,   0.3585,  228.501,  242.509
11:37:48.087,  -0.1303,   0.2501,   0.2213,   0.3585,  228.501,  242.509
11:37:48.186,  -0.1303,   0.2501,   0.2215,   0.3586,  228.469,  242.487
11:37:48.187,  -0.1303,   0.2501,   0.2215,   0.3586,  228.469,  242.487
11:37:48.188,  -0.1303,   0.2501,   0.2215,   0.3586,  228.469,  242.487
11:37:48.691,  -0.1303,   0.2502,   0.2215,   0.3586,  228.469,  242.487
11:37:48.692,  -0.1303,   0.2502,   0.2215,   0.3586,  228.477,  242.489
11:37:48.693,  -0.1303,   0.2502,   0.2215,   0.3586,  228.477,  242.489
11:37:48.694,  -0.1303,   0.2502,   0.2215,   0.3586,  228.477,  242.489
11:37:48.694,  -0.1303,   0.2502,   0.2215,   0.3586,  228.477,  242.489
,  0.0000,   0.0000,   0.0000,   0.0000,    0.000,    0.000
11:43:24.686,   0.0000,   0.0000,   0.0000,   0.0000,    0.000,    0.000
11:43:24.687,   0.0000,   0.0000,   0.0000,   0.0000,    0.000,    0.000
11:43:25.240,   0.0000,   0.0000,   0.0000,   0.0000,    0.000,    0.000
11:43:25.242,   0.0000,   0.0000,   0.0000,   0.0000,    0.000,    0.000
11:43:25.789,   0.0000,   0.0000,   0.0000,   0.0000,    0.000,    0.000
11:43:25.791,   0.0000,   0.0000,   0.0000,   0.0000,    0.000,    0.000
11:43:26.325,   0.0000,   0.0000,   0.0000,   0.0000,    0.000,    0.000
11:43:26.326,   0.0000,   0.0000,   0.0000,   0.0000,    0.000,    0.000
11:43:26.878,  -0.1303,   0.0000,   0.0000,   0.1303,    0.000,    0.000
11:43:26.990,  -0.1303,   0.2503,   0.0000,   0.2822,    0.000,    0.000
11:43:26.991,  -0.1303,   0.2503,   0.2217,   0.3589,  228.467,  242.498
11:43:26.992,  -0.1303,   0.2503,   0.2217,   0.3589,  228.467,  242.498
11:43:26.993,  -0.1303,   0.2503,   0.2217,   0.3589,  228.467,  242.498
